1	Apr 10, 2017 15:56:02.652704000 EDT	host,3.9.0	0	
2	Apr 10, 2017 15:56:02.652889000 EDT	3.9.0,host	18	
187	Apr 10, 2017 15:56:19.955505000 EDT	host,3.9.0	0	
188	Apr 10, 2017 15:56:19.955584000 EDT	3.9.0,host	2	
189	Apr 10, 2017 15:56:19.955611000 EDT	host,3.9.0	0	
190	Apr 10, 2017 15:56:19.955666000 EDT	3.9.0,host	0	
191	Apr 10, 2017 15:56:19.955689000 EDT	host,3.9.0	0	
192	Apr 10, 2017 15:56:19.955718000 EDT	3.9.0,host	0	
193	Apr 10, 2017 15:56:19.955747000 EDT	host,3.9.0	0	
194	Apr 10, 2017 15:56:19.955776000 EDT	3.9.0,host	0	
195	Apr 10, 2017 15:56:19.955803000 EDT	host,3.9.0	0	
196	Apr 10, 2017 15:56:19.955874000 EDT	3.9.0,host	2	
197	Apr 10, 2017 15:56:19.955898000 EDT	host,3.9.0	0	
198	Apr 10, 2017 15:56:19.955926000 EDT	3.9.0,host	0	
199	Apr 10, 2017 15:56:19.955959000 EDT	host,3.9.0	0	
200	Apr 10, 2017 15:56:19.956030000 EDT	3.9.0,host	2	
201	Apr 10, 2017 15:56:19.956041000 EDT	host,3.9.0	0	
202	Apr 10, 2017 15:56:19.956107000 EDT	3.9.0,host	0	
203	Apr 10, 2017 15:56:19.956118000 EDT	host,3.9.0	0	
204	Apr 10, 2017 15:56:19.956147000 EDT	3.9.0,host	0	
205	Apr 10, 2017 15:56:19.956156000 EDT	host,3.9.0	0	
206	Apr 10, 2017 15:56:19.956187000 EDT	3.9.0,host	0	
207	Apr 10, 2017 15:56:19.956196000 EDT	host,3.9.0	0	
208	Apr 10, 2017 15:56:19.956227000 EDT	3.9.0,host	0	
209	Apr 10, 2017 15:56:19.956237000 EDT	host,3.9.0	0	
210	Apr 10, 2017 15:56:19.956307000 EDT	3.9.0,host	2	
211	Apr 10, 2017 15:56:19.956318000 EDT	host,3.9.0	0	
212	Apr 10, 2017 15:56:19.956347000 EDT	3.9.0,host	0	
213	Apr 10, 2017 15:56:19.956356000 EDT	host,3.9.0	0	
214	Apr 10, 2017 15:56:19.956387000 EDT	3.9.0,host	0	
215	Apr 10, 2017 15:56:19.956396000 EDT	host,3.9.0	0	
216	Apr 10, 2017 15:56:19.956427000 EDT	3.9.0,host	0	
217	Apr 10, 2017 15:56:19.956438000 EDT	host,3.9.1	0	
218	Apr 10, 2017 15:56:19.956441000 EDT	host,3.9.2	0	
219	Apr 10, 2017 15:56:19.956443000 EDT	host,3.9.2	0	
220	Apr 10, 2017 15:56:19.956444000 EDT	host,3.9.0	0	
221	Apr 10, 2017 15:56:19.956473000 EDT	3.9.0,host	0	
222	Apr 10, 2017 15:56:19.956493000 EDT	host,3.9.0	0	
223	Apr 10, 2017 15:56:19.956524000 EDT	3.9.0,host	0	
224	Apr 10, 2017 15:56:19.956535000 EDT	host,3.9.0	0	
225	Apr 10, 2017 15:56:19.956577000 EDT	3.9.0,host	0	
226	Apr 10, 2017 15:56:19.956587000 EDT	host,3.9.0	0	
227	Apr 10, 2017 15:56:19.956622000 EDT	3.9.0,host	0	
228	Apr 10, 2017 15:56:20.956807000 EDT	host,3.9.2	7	1a:00:00:00:00:00:ff
229	Apr 10, 2017 15:56:20.956876000 EDT	3.9.2,host	0	
230	Apr 10, 2017 15:56:20.961038000 EDT	3.9.2,host	32	3e:07:ff:ff:3e:28:f4:69:00:d0:04:de:cb:ff:ff:3e:29:49:37:00:00:00:00:00:ff:ff:3e:2a:4f:62:01:00
231	Apr 10, 2017 15:56:20.961058000 EDT	host,3.9.2	0	
232	Apr 10, 2017 15:56:20.964390000 EDT	3.9.2,host	32	00:00:00:ff:ff:3e:2b:1d:03:00:00:00:00:00:ff:ff:3e:2c:01:03:00:00:00:00:00:ff:ff:3e:2d:1a:00:00
233	Apr 10, 2017 15:56:20.964408000 EDT	host,3.9.2	0	
234	Apr 10, 2017 15:56:20.966568000 EDT	3.9.2,host	6	00:00:00:00:ff:ff
235	Apr 10, 2017 15:56:20.966580000 EDT	host,3.9.2	0	
236	Apr 10, 2017 15:56:20.966954000 EDT	host,3.9.2	7	33:06:00:00:00:00:ff
237	Apr 10, 2017 15:56:20.966997000 EDT	3.9.2,host	0	
238	Apr 10, 2017 15:56:20.980461000 EDT	host,3.9.2	7	1b:00:00:00:0d:00:ff
239	Apr 10, 2017 15:56:20.980503000 EDT	3.9.2,host	0	
240	Apr 10, 2017 15:56:20.993104000 EDT	host,3.9.2	7	1b:0b:0d:0b:00:01:ff
241	Apr 10, 2017 15:56:20.993147000 EDT	3.9.2,host	0	
